sort_date,display_date,volume_date_scope,countries,primary_chapter_country,record_class,document_type,title,subject_or_context,priority_or_status,score,page_count_or_range,source_collection,source_series,source_folder_or_title,local_identifier,naid_or_folder_naid,source_note,provenance_note,review_note,pdf_url,catalog_or_details_url,page_link,record_id
1992-08-28,1992-08-28,Volume date range,Peru,Peru,Public statement,News Conference,The President's News Conference on the Aftermath of Hurricane Andrew,"r Operations and Plans; and Maj. Gen. John Heldstab, USA, Director of Operations, Readiness and Mobilizations. Nomination of Alvin P. Adams, Jr., To Be United States Ambassador to Peru August 28, 1992 The President today announced his intention to nominate Alvin P. Adams, Jr., of Virginia, a career member of the Senior Foreign Service, class of Minister-Counselor, to be Ambassador of the United States of America to the Republic of Peru. Since 1989, Ambassador Adams has served as Ambassador to the Republic of Haiti at the American Emba",,,1446-1446,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1446,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, August 28, 1992, ""The President's News Conference on the Aftermath of Hurricane Andrew"", p. 1446. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1446.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1446,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1446.pdf,govinfo-PPP-1992-book2-doc-pg1446
1992-09-08,9/8/1992,Volume date range,"Argentina; Brazil; Chile; Paraguay",Argentina,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 9/8/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 9/8/1992,12900-018,415892265,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/8/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-09_08_92-12900-018_415892265.pdf,https://catalog.archives.gov/id/415892265,,daily-diary-415892265
1992-09-08,9/8/1992,Volume date range,Paraguay,Paraguay,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 9/8/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 9/8/1992,12900-017,415892264,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/8/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-09_08_92-12900-017_415892264.pdf,https://catalog.archives.gov/id/415892264,,daily-diary-415892264
1992-09-09,9/9/1992,Volume date range,"Bolivia; Colombia; Peru",Bolivia,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 9/9/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 9/9/1992,12900-020,415892267,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/9/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-09_09_92-12900-020_415892267.pdf,https://catalog.archives.gov/id/415892267,,daily-diary-415892267
1992-09-09,1992-09-09,Volume date range,"Bolivia; Colombia; Peru",Bolivia,Public statement,Exchange,"Remarks and a Question-and-Answer Session With Employees of Uniform Tubes in Collegeville, Pennsylvania","ation, and I'm not suggesting that alone can get the job done, and then redoubling our efforts on interdiction. We have some good people that are working with us in Latin America. Gaviria in Colombia has done a good job on it. We're trying to work with Peru and Bolivia on this. But that's a major part of it. And we're using the military much more than we did to try to interdict the flow of narcotics coming into this country. But once again, here's an area where we really do have to back up those that are out on the streets, our people",,,1514-1514,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1514,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, September 9, 1992, ""Remarks and a Question-and-Answer Session With Employees of Uniform Tubes in Collegeville, Pennsylvania"", p. 1514. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1514.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1514,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1514.pdf,govinfo-PPP-1992-book2-doc-pg1514
1992-09-10,9/10/1992,Volume date range,Brazil,Brazil,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 9/10/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 9/10/1992,26856-002,415892269,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/10/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-09_10_92-26856-002_415892269.pdf,https://catalog.archives.gov/id/415892269,,daily-diary-415892269
1992-09-10,1992-09-10,Volume date range,"Brazil; Chile",Brazil,Public statement,Exchange,Remarks and a Question-and-Answer Session With the Economic Club of Detroit in Michigan,"ed to the largest and most rapidly growing economies across both oceans. As the strongest nation in our hemisphere, we are looked to for leadership by free economies emerging from Chile all the way up to Mexico. The same holds true for the newly born economies of Eastern Europe and the former Soviet Union, where our values, our products, even our language, carry a unique appeal. In Moscow today, the lines at McDonald's are longer than the lines at Lenin's Tomb. The key to America's growth, expansion, and innovation has always been our",,,1525-1525,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1525-2,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, September 10, 1992, ""Remarks and a Question-and-Answer Session With the Economic Club of Detroit in Michigan"", p. 1525. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1525-2.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1525-2,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1525-2.pdf,govinfo-PPP-1992-book2-doc-pg1525-2
1992-09-11,1992-09-11,Volume date range,Chile,Chile,Public statement,Remarks,"Remarks at Missouri Southern State College in Joplin, Missouri","on fair and square, anywhere. I'm certain of it. When it comes to exports, I say this continent is not big enough alone for the American worker. I want a free trade agreement with Chile, Poland, and with Hungary. We will have these agreements, and we will lead the world to a new era of commerce. And we will do it by the end of my second term, the end of the next 4 years. Audience members. Four more years! Four more years! Four more years! The President. You know, I'd hoped to come here and not talk about my opponent, but I've got to m",,,1535-1535,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1535,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, September 11, 1992, ""Remarks at Missouri Southern State College in Joplin, Missouri"", p. 1535. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1535.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1535,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1535.pdf,govinfo-PPP-1992-book2-doc-pg1535
1992-09-11,1992-09-11,Volume date range,Chile,Chile,Public statement,Remarks,"Remarks at the Job Corps Center in Excelsior Springs, Missouri","f we open foreign markets, our workers will satisfy the demand for our products. And so, my agenda starts with a global trade strategy, a network of new free trade agreements from Chile to Hungary, from the Pacific nations to Poland. Give America the opportunity, and I know that we can respond to the needs of any customer anywhere. But as Booker here knows, developed economies need developing minds. And that's why this Agenda for American Renewal takes aim at the critical challenge: preparing our kids, our children, for the new centur",,,1538-1538,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1538,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, September 11, 1992, ""Remarks at the Job Corps Center in Excelsior Springs, Missouri"", p. 1538. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1538.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1538,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1538.pdf,govinfo-PPP-1992-book2-doc-pg1538
1992-09-11,1992-09-11,Volume date range,Chile,Chile,Public statement,Remarks,"Remarks to the Christian Coalition Road to Victory Conference in Virginia Beach, Virginia","ill satisfy the demand for our products. So my agenda starts with a global trade strategy, to build a network of new free trade agreements not just with Canada and Mexico but with Chile and other Latin American nations, as well as the emerging democracies like Hungary and Poland. America alone can take advantage of our influence to create unique opportunities for our people. You know, while some say America should turn away from the world economy, I say let's reach out. After all, the American worker will never retreat, and we will al",,,1542-1542,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1542,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, September 11, 1992, ""Remarks to the Christian Coalition Road to Victory Conference in Virginia Beach, Virginia"", p. 1542. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1542.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1542,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1542.pdf,govinfo-PPP-1992-book2-doc-pg1542
1992-09-17,9/17/1992,Volume date range,Argentina,Argentina,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 9/17/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 9/17/1992,26856-016,415892283,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/17/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-09_17_92-26856-016_415892283.pdf,https://catalog.archives.gov/id/415892283,,daily-diary-415892283
1992-09-17,1992-09-17,Volume date range,Argentina,Argentina,Public statement,Remarks,"Remarks to the Community in Enid, Oklahoma","the leading role in society and economy. Today, European governments are still selling off the inefficient industrial monstrosities that were born from those ideas, and Mexico and Argentina to our south are soaring because they're also ridding themselves of government-owned enterprises. Over the years those early social engineers became interventionist liberals who wanted to create a welfare state. They sought to level the differences, to tax success, to redistribute wealth. They ended up paralyzing the private sector. That's one reas",,,1578-1578,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1578-2,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, September 17, 1992, ""Remarks to the Community in Enid, Oklahoma"", p. 1578. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1578-2.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1578-2,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1578-2.pdf,govinfo-PPP-1992-book2-doc-pg1578-2
