queue_order,action_type,urgency,country,country_risk_score,private_record_count,high_priority_print_candidates,date,document_type,title,source_series,source_folder,priority,score,release_or_access_status,page_count_or_range,evidence,recommended_action,source_note,pdf_url,catalog_url
4900,High-priority print candidate,Review,,,,,8/31/89,Memorandum,To: Robert Gates From: David Pacelli/Richard Lamagna,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]",High,70,Restricted - Possibly,2,"memorandum form; narcotics, drug; identified on withdrawal sheet","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-013, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-013.pdf,https://catalog.archives.gov/id/470766550
4900,High-priority print candidate,Review,,,,,9/7/89,Memorandum,To: Distribution list From: Philip Hughes,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]",High,70,Restricted - Possibly,2,"memorandum form; narcotics, drug; identified on withdrawal sheet","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-013, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-013.pdf,https://catalog.archives.gov/id/470766550
4900,High-priority print candidate,Review,,,,,"April 28, 1989",Memorandum,Your Meeting Memorandum to the President for His,Latin American Affairs Directorate Subject Files,"Latin America - January 20, 1989-December 31, 1989 [2]",High,72,Restricted - Possibly,124,"memorandum form; Presidential or NSC principals; Latin America, presidential diplomacy, regional policy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00192, CF00192-002, Latin America - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00192-002.pdf,https://catalog.archives.gov/id/470766497
4900,High-priority print candidate,Review,,,,,"August 11, 1989",Memorandum,Domestic Policy Council Meeting with the,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]",High,90,Restricted - Possibly,15,"memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-014, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-014.pdf,https://catalog.archives.gov/id/470766551
4900,High-priority print candidate,Review,,,,,"August 14, 1989",Memorandum,Comparison of Director Bennett’s Draft Anti-Drug,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]",High,78,Restricted - Possibly,57,"memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-013, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-013.pdf,https://catalog.archives.gov/id/470766550
4900,High-priority print candidate,Review,,,,,"August 15, 1989",Memorandum,NATIONAL DRUG CONTROL STRATEGY:,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]",High,78,Restricted - Possibly,77,"memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-013, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-013.pdf,https://catalog.archives.gov/id/470766550
4900,High-priority print candidate,Review,,,,,"August 29, 1989",Memorandum,President’s Participation in UNGA,Latin American Affairs Directorate Subject Files,"Latin America - January 20, 1989-December 31, 1989 [1]",High,72,Restricted - Possibly,25,"memorandum form; Presidential or NSC principals; Latin America, presidential diplomacy, regional policy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00192, CF00192-001, Latin America - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00192-001.pdf,https://catalog.archives.gov/id/470766496
4900,High-priority print candidate,Review,,,,,"August 7, 1989",Memorandum,Deputies Committee Meeting Notification,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]",High,70,Restricted - Possibly,9,"memorandum form; narcotics, drug; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-014, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-014.pdf,https://catalog.archives.gov/id/470766551
4900,High-priority print candidate,Review,,,,,"August 8, 1989",Memorandum,"Sixteenth Meeting of the Domestic Policy Council,",Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]",High,70,Restricted - Possibly,5,"memorandum form; narcotics, drug; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-014, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-014.pdf,https://catalog.archives.gov/id/470766551
4900,High-priority print candidate,Review,,,,,"December 18, 1989",Memorandum,Richard Fairbanks’ Request for a Meeting with You,Latin American Affairs Directorate Subject Files,Latin America Economic Affairs 1989,High,72,Restricted - Possibly,3,"memorandum form; Presidential or NSC principals; Latin America, debt and economy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00196, CF00196-019, Latin America Economic Affairs 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00196-019.pdf,https://catalog.archives.gov/id/470766605
4900,High-priority print candidate,Review,,,,,"December 4, 1989",Memorandum,Formal Acceptance of Andean Summit Invitations,Latin American Affairs Directorate Subject Files,Andean [Drug] Summit 1989 [2],High,90,Restricted - Possibly,91,"memorandum form; Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-003, Andean [Drug] Summit 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf,https://catalog.archives.gov/id/470766476
4900,High-priority print candidate,Review,,,,,"February 14, 1989",Memorandum,Tokyo Bilaterals - Further Information,Latin American Affairs Directorate Subject Files,Tokyo Bilaterals - Debt [1989],High,90,Restricted - Possibly,3,"memorandum form; Presidential or NSC principals; debt, debt and economy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-013, Tokyo Bilaterals - Debt [1989]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-013.pdf,https://catalog.archives.gov/id/470766528
4900,High-priority print candidate,Review,,,,,"February 19, 1989",Memorandum,Presidential Certifications for,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]",High,78,Restricted - Possibly,49,"memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-016, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf,https://catalog.archives.gov/id/470766553
4900,High-priority print candidate,Review,,,,,"February 21, 1989",Memorandum,Certification of Narcotics Source Countries,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]",High,90,Restricted - Possibly,48,"memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-016, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf,https://catalog.archives.gov/id/470766553
