source_note_status,source_note_review_flags,compiler_action,record_class,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,source_note_model,source_note,provenance_note,repository,record_group_or_collection,office_or_collection,series,subseries_or_file_group,oa_or_local_identifier,folder_or_source_title,record_naid,series_or_folder_naid,page_count_or_range,release_or_access_status,foia_or_processing,pdf_url,catalog_or_details_url,page_link,record_id
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-01,6/1/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/1/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/1/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12891-021,[Presidential Daily Diary] 6/1/1992,415892064,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_01_92-12891-021_415892064.pdf,https://catalog.archives.gov/id/415892064,,daily-diary-415892064
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-05,6/5/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/5/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/5/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-008,[Presidential Daily Backup] 6/5/1992,415892073,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_05_92-12892-008_415892073.pdf,https://catalog.archives.gov/id/415892073,,daily-diary-415892073
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-05,6/5/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/5/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/5/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-007,[Presidential Daily Diary] 6/5/1992,415892072,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_05_92-12892-007_415892072.pdf,https://catalog.archives.gov/id/415892072,,daily-diary-415892072
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-06,6/6/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/6/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/6/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-010,[Presidential Daily Backup] 6/6/1992,415892075,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_06_92-12892-010_415892075.pdf,https://catalog.archives.gov/id/415892075,,daily-diary-415892075
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-09,6/9/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/9/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/9/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-016,[Presidential Daily Backup] 6/9/1992,415892081,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_09_92-12892-016_415892081.pdf,https://catalog.archives.gov/id/415892081,,daily-diary-415892081
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-09,6/9/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/9/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/9/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-015,[Presidential Daily Diary] 6/9/1992,415892080,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_09_92-12892-015_415892080.pdf,https://catalog.archives.gov/id/415892080,,daily-diary-415892080
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-11,6/11/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/11/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/11/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-020,[Presidential Daily Backup] 6/11/1992,415892085,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_11_92-12892-020_415892085.pdf,https://catalog.archives.gov/id/415892085,,daily-diary-415892085
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-11,6/11/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/11/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/11/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-019,[Presidential Daily Diary] 6/11/1992,415892084,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_11_92-12892-019_415892084.pdf,https://catalog.archives.gov/id/415892084,,daily-diary-415892084
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-12,6/12/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/12/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/12/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-022,[Presidential Daily Backup] 6/12/1992,415892087,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_12_92-12892-022_415892087.pdf,https://catalog.archives.gov/id/415892087,,daily-diary-415892087
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-12,6/12/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/12/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/12/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-021,[Presidential Daily Diary] 6/12/1992,415892086,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_12_92-12892-021_415892086.pdf,https://catalog.archives.gov/id/415892086,,daily-diary-415892086
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-13,6/13/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/13/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/13/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-024,[Presidential Daily Backup] 6/13/1992,415892089,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_13_92-12892-024_415892089.pdf,https://catalog.archives.gov/id/415892089,,daily-diary-415892089
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-13,6/13/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/13/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/13/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12892-023,[Presidential Daily Diary] 6/13/1992,415892088,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_13_92-12892-023_415892088.pdf,https://catalog.archives.gov/id/415892088,,daily-diary-415892088
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-14,6/14/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/14/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/14/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12893-001,[Presidential Daily Diary] 6/14/1992,415892090,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_14_92-12893-001_415892090.pdf,https://catalog.archives.gov/id/415892090,,daily-diary-415892090
